order_id,customer_id,city,states,region,segment,category,subcategory,product_id,product_name,sales,profit,returned
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Office Supplies,Appliances,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,96.576,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Technology,Copiers,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,879.984,329.994,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Office Supplies,Supplies,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,28.4,8.236,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Furniture,Chairs,FUR-CH-10004886,Bevis Steel Folding Chairs,230.28,23.028,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Office Supplies,Paper,OFF-PA-10001289,White Computer Printout Paper by Universal,116.28,56.9772,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Office Supplies,Binders,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,841.568,294.5488,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Office Supplies,Storage,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,354.9,17.745,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Office Supplies,Art,OFF-AR-10001246,Newell 317,11.76,1.323,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Office Supplies,Binders,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,-4.0158,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Office Supplies,Binders,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",4.662,-3.7296,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Furniture,Chairs,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,-72.039,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Technology,Phones,TEC-PH-10000441,VTech DS6151,100.792,10.0792,Yes
CA-2015-113628,AH-10690,Plantation,Florida,South,Corporate,Furniture,Chairs,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",146.136,16.4403,Yes
CA-2015-140984,CC-12685,New York City,New York,East,Consumer,Office Supplies,Storage,OFF-ST-10000585,Economy Rollaway Files,991.2,257.712,Yes
CA-2015-140984,CC-12685,New York City,New York,East,Consumer,Technology,Copiers,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,879.984,329.994,Yes
CA-2015-140984,CC-12685,New York City,New York,East,Consumer,Office Supplies,Binders,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,12.96,4.536,Yes
CA-2014-140816,TC-21295,Thornton,Colorado,West,Consumer,Technology,Accessories,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,89.5888,Yes
CA-2016-167759,CC-12670,Bloomington,Indiana,Central,Consumer,Technology,Phones,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,134.85,37.758,Yes
CA-2014-103940,BN-11515,Seattle,Washington,West,Consumer,Office Supplies,Storage,OFF-ST-10004963,Eldon Gobal File Keepers,30.28,1.2112,Yes
CA-2014-103940,BN-11515,Seattle,Washington,West,Consumer,Office Supplies,Storage,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,16.2204,Yes
CA-2014-103940,BN-11515,Seattle,Washington,West,Consumer,Furniture,Furnishings,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",35.34,13.4292,Yes
CA-2014-103940,BN-11515,Seattle,Washington,West,Consumer,Office Supplies,Binders,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,137.24,46.3185,Yes
CA-2015-132374,PS-19045,Sterling Heights,Michigan,Central,Home Office,Office Supplies,Art,OFF-AR-10001615,Newell 34,79.36,20.6336,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Furniture,Furnishings,FUR-FU-10000550,Stacking Trays by OIC,24.9,8.217,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Office Supplies,Paper,OFF-PA-10000528,Xerox 1981,21.12,9.504,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Technology,Machines,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,767.952,287.982,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Office Supplies,Binders,OFF-BI-10003305,Avery Hanging File Binders,14.352,4.6644,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Technology,Phones,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,191.976,19.1976,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Office Supplies,Labels,OFF-LA-10001474,Avery 477,274.77,126.3942,Yes
CA-2014-110786,AJ-10795,San Francisco,California,West,Corporate,Furniture,Furnishings,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",70.56,23.9904,Yes
CA-2015-124058,LC-16885,Oakland,California,West,Consumer,Technology,Phones,TEC-PH-10004774,Gear Head AU3700S Headset,72.744,-15.4581,Yes
CA-2015-124058,LC-16885,Oakland,California,West,Consumer,Furniture,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,572.16,35.76,Yes
US-2017-155999,JK-15370,San Diego,California,West,Consumer,Technology,Phones,TEC-PH-10000439,GE DSL Phone Line Filter,159.96,17.9955,Yes
US-2017-155999,JK-15370,San Diego,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,13.76,4.644,Yes
CA-2017-112725,EH-14125,San Francisco,California,West,Home Office,Office Supplies,Art,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",12.74,5.733,Yes
CA-2017-112725,EH-14125,San Francisco,California,West,Home Office,Office Supplies,Art,OFF-AR-10001227,Newell 338,8.82,2.3814,Yes
CA-2017-112725,EH-14125,San Francisco,California,West,Home Office,Furniture,Chairs,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,120.784,-13.5882,Yes
CA-2014-157924,HA-14920,Pasadena,California,West,Consumer,Office Supplies,Storage,OFF-ST-10002352,Iris Project Case,31.92,8.2992,Yes
CA-2014-157924,HA-14920,Pasadena,California,West,Consumer,Furniture,Chairs,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,-65.0352,Yes
CA-2015-150875,HK-14890,Boise,Idaho,West,Corporate,Furniture,Tables,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,696.42,160.1766,Yes
CA-2015-150875,HK-14890,Boise,Idaho,West,Corporate,Technology,Phones,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,22.8582,Yes
CA-2015-154970,SR-20740,Seattle,Washington,West,Home Office,Furniture,Chairs,FUR-CH-10003396,Global Deluxe Steno Chair,61.584,-6.9282,Yes
CA-2014-123253,DE-13255,Lakewood,Ohio,East,Home Office,Office Supplies,Art,OFF-AR-10002804,Faber Castell Col-Erase Pencils,3.912,1.0269,Yes
CA-2014-152345,ST-20530,Albuquerque,New Mexico,West,Consumer,Technology,Phones,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,23.976,-5.6943,Yes
CA-2014-152345,ST-20530,Albuquerque,New Mexico,West,Consumer,Office Supplies,Storage,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,7.9896,Yes
CA-2017-169894,MV-17485,Mesa,Arizona,West,Consumer,Office Supplies,Binders,OFF-BI-10004230,GBC Recycled Grain Textured Covers,20.724,-15.1976,Yes
CA-2017-169894,MV-17485,Mesa,Arizona,West,Consumer,Office Supplies,Storage,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,-41.5872,Yes
CA-2017-111556,CD-11920,New York City,New York,East,Consumer,Office Supplies,Paper,OFF-PA-10003651,Xerox 1968,46.76,22.4448,Yes
CA-2017-111556,CD-11920,New York City,New York,East,Consumer,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,-25.2956,Yes
CA-2017-111556,CD-11920,New York City,New York,East,Consumer,Technology,Phones,TEC-PH-10001459,Samsung Galaxy Mega 6.3,1259.97,327.5922,Yes
CA-2017-111556,CD-11920,New York City,New York,East,Consumer,Office Supplies,Art,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,68.97,19.3116,Yes
US-2014-138758,JL-15835,Philadelphia,Pennsylvania,East,Consumer,Furniture,Chairs,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",172.186,-46.7362,Yes
US-2014-138758,JL-15835,Philadelphia,Pennsylvania,East,Consumer,Furniture,Furnishings,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,12.0764,Yes
CA-2017-112753,CC-12670,Los Angeles,California,West,Consumer,Furniture,Bookcases,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,75.5937,Yes
CA-2017-112753,CC-12670,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10002036,Xerox 1930,38.88,19.0512,Yes
CA-2017-167003,VS-21820,Los Angeles,California,West,Consumer,Furniture,Tables,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,-6.4233,Yes
CA-2016-120873,BW-11200,Hampton,Virginia,South,Consumer,Furniture,Chairs,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,290.98,75.6548,Yes
US-2017-105046,BE-11335,Rome,New York,East,Home Office,Technology,Phones,TEC-PH-10004536,Avaya 5420 Digital phone,269.98,67.495,Yes
US-2017-105046,BE-11335,Rome,New York,East,Home Office,Office Supplies,Paper,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,47.952,Yes
US-2017-105046,BE-11335,Rome,New York,East,Home Office,Furniture,Furnishings,FUR-FU-10004848,DAX Solid Wood Frames,39.08,14.4596,Yes
CA-2015-104129,ES-14080,Providence,Rhode Island,East,Corporate,Technology,Phones,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,105.98,1.0598,Yes
CA-2015-104129,ES-14080,Providence,Rhode Island,East,Corporate,Furniture,Tables,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,-28.224,Yes
CA-2015-130456,DS-13180,San Francisco,California,West,Corporate,Furniture,Bookcases,FUR-BO-10003893,Sauder Camden County Collection Library,586.398,34.494,Yes
CA-2015-130456,DS-13180,San Francisco,California,West,Corporate,Office Supplies,Storage,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,80.98,3.2392,Yes
CA-2016-116547,KB-16585,Seattle,Washington,West,Corporate,Furniture,Furnishings,FUR-FU-10000076,24-Hour Round Wall Clock,79.92,34.3656,Yes
CA-2016-116547,KB-16585,Seattle,Washington,West,Corporate,Technology,Accessories,TEC-AC-10002335,Logitech Media Keyboard K200,69.98,13.2962,Yes
CA-2015-109736,DJ-13420,San Francisco,California,West,Corporate,Office Supplies,Paper,OFF-PA-10004101,Xerox 1894,45.36,21.7728,Yes
CA-2015-142601,DE-13255,Los Angeles,California,West,Home Office,Office Supplies,Storage,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,9.4717,Yes
CA-2015-142601,DE-13255,Los Angeles,California,West,Home Office,Office Supplies,Paper,OFF-PA-10000483,Xerox 19,61.96,27.882,Yes
CA-2016-123526,BV-11245,Seattle,Washington,West,Corporate,Office Supplies,Paper,OFF-PA-10002986,Xerox 1898,33.4,16.032,Yes
CA-2017-132346,PK-19075,Newark,Delaware,East,Consumer,Office Supplies,Appliances,OFF-AP-10000696,Holmes Odor Grabber,100.94,33.3102,Yes
CA-2017-127306,BH-11710,Johnson City,Tennessee,South,Consumer,Office Supplies,Envelopes,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,6.6468,Yes
CA-2017-127306,BH-11710,Johnson City,Tennessee,South,Consumer,Office Supplies,Paper,OFF-PA-10000019,Xerox 1931,36.288,12.7008,Yes
CA-2017-127306,BH-11710,Johnson City,Tennessee,South,Consumer,Technology,Phones,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,111.984,6.999,Yes
CA-2017-127306,BH-11710,Johnson City,Tennessee,South,Consumer,Office Supplies,Binders,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,5.97,-4.577,Yes
CA-2017-127306,BH-11710,Johnson City,Tennessee,South,Consumer,Office Supplies,Binders,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,2.508,-1.8392,Yes
CA-2016-151372,JH-15985,Redondo Beach,California,West,Consumer,Office Supplies,Paper,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,46.1184,Yes
CA-2016-151372,JH-15985,Redondo Beach,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",11.68,3.942,Yes
CA-2016-151372,JH-15985,Redondo Beach,California,West,Consumer,Office Supplies,Fasteners,OFF-FA-10000304,Advantus Push Pins,4.36,1.7876,Yes
CA-2017-117926,AS-10225,San Francisco,California,West,Corporate,Office Supplies,Appliances,OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,20.844,Yes
CA-2015-162166,NM-18520,Moreno Valley,California,West,Consumer,Office Supplies,Paper,OFF-PA-10002606,Xerox 1928,26.4,11.88,Yes
CA-2015-162166,NM-18520,Moreno Valley,California,West,Consumer,Office Supplies,Storage,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,41.88,0.8376,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Office Supplies,Appliances,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,14.016,-31.536,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Furniture,Tables,FUR-TA-10004086,KI Adjustable-Height Table,214.95,-120.372,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Technology,Phones,TEC-PH-10000307,Shocksock Galaxy S4 Armband,35.04,-7.008,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Furniture,Furnishings,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,10.776,-4.8492,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Office Supplies,Binders,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,4.6,-8.05,Yes
US-2014-140452,BK-11260,Chicago,Illinois,Central,Consumer,Office Supplies,Storage,OFF-ST-10002485,Rogers Deluxe File Chest,35.168,-8.3524,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Furniture,Tables,FUR-TA-10001039,KI Adjustable-Height Table,464.292,-108.3348,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Office Supplies,Envelopes,OFF-EN-10001099,Staple envelope,68.46,31.4916,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Technology,Machines,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,2799.96,1371.9804,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Office Supplies,Appliances,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,198.429,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Technology,Phones,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,16.99,4.4174,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Technology,Phones,TEC-PH-10000526,Vtech CS6719,287.97,80.6316,Yes
CA-2014-160766,DM-13015,New York City,New York,East,Consumer,Office Supplies,Paper,OFF-PA-10000213,Xerox 198,44.82,21.0654,Yes
CA-2016-151323,AB-10255,Seattle,Washington,West,Home Office,Office Supplies,Fasteners,OFF-FA-10002983,Advantus SlideClip Paper Clips,17.05,8.184,Yes
CA-2015-161627,SJ-20215,Pasadena,California,West,Consumer,Furniture,Chairs,FUR-CH-10003968,Novimex Turbo Task Chair,170.352,-17.0352,Yes
US-2017-136679,XP-21865,Pasadena,Texas,Central,Consumer,Technology,Accessories,TEC-AC-10004855,V7 USB Numeric Keypad,167.952,-27.2922,Yes
US-2017-136679,XP-21865,Pasadena,Texas,Central,Consumer,Office Supplies,Art,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,4.504,Yes
CA-2014-166744,DN-13690,Columbia,Maryland,East,Consumer,Furniture,Furnishings,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,50.9082,Yes
CA-2014-166744,DN-13690,Columbia,Maryland,East,Consumer,Furniture,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,36.294,Yes
CA-2014-166744,DN-13690,Columbia,Maryland,East,Consumer,Technology,Accessories,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,26.3912,Yes
CA-2017-147452,CS-11845,Seattle,Washington,West,Corporate,Office Supplies,Paper,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,5.7624,Yes
CA-2017-147452,CS-11845,Seattle,Washington,West,Corporate,Office Supplies,Paper,OFF-PA-10004039,Xerox 1882,167.94,82.2906,Yes
CA-2017-147452,CS-11845,Seattle,Washington,West,Corporate,Office Supplies,Appliances,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1.0114,Yes
CA-2015-105158,SP-20860,Rochester,Minnesota,Central,Corporate,Furniture,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,6.16,2.9568,Yes
CA-2015-105158,SP-20860,Rochester,Minnesota,Central,Corporate,Office Supplies,Paper,OFF-PA-10001970,Xerox 1881,36.84,17.3148,Yes
CA-2015-146486,DV-13465,Oceanside,New York,East,Consumer,Office Supplies,Storage,OFF-ST-10002554,Tennsco Industrial Shelving,244.55,4.891,Yes
CA-2015-146486,DV-13465,Oceanside,New York,East,Consumer,Office Supplies,Envelopes,OFF-EN-10001509,Poly String Tie Envelopes,12.24,5.7528,Yes
CA-2015-146486,DV-13465,Oceanside,New York,East,Consumer,Technology,Accessories,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,13.98,6.0114,Yes
CA-2015-146486,DV-13465,Oceanside,New York,East,Consumer,Technology,Accessories,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,53.997,Yes
CA-2014-104829,JG-15805,Provo,Utah,West,Corporate,Office Supplies,Paper,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",21.98,9.891,Yes
CA-2016-145492,MC-17605,Los Angeles,California,West,Corporate,Office Supplies,Appliances,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,11.31,Yes
US-2016-151827,CS-11950,Philadelphia,Pennsylvania,East,Consumer,Technology,Phones,TEC-PH-10002789,LG Exalt,280.782,-60.8361,Yes
US-2016-151827,CS-11950,Philadelphia,Pennsylvania,East,Consumer,Technology,Accessories,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,1.1994,Yes
CA-2017-129707,LH-16750,Chandler,Arizona,West,Consumer,Office Supplies,Art,OFF-AR-10000246,Newell 318,8.896,0.6672,Yes
US-2016-127425,DR-12880,New York City,New York,East,Corporate,Technology,Phones,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,33,8.25,Yes
US-2016-127425,DR-12880,New York City,New York,East,Corporate,Technology,Accessories,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,249.95,87.4825,Yes
CA-2017-130631,BS-11755,Edmonds,Washington,West,Consumer,Office Supplies,Fasteners,OFF-FA-10000089,Acco Glide Clips,19.6,9.604,Yes
CA-2017-130631,BS-11755,Edmonds,Washington,West,Consumer,Furniture,Furnishings,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,68.46,20.538,Yes
CA-2017-101574,BD-11725,Los Angeles,California,West,Consumer,Furniture,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,9.24,4.4352,Yes
CA-2014-151162,EA-14035,Columbus,Ohio,East,Corporate,Office Supplies,Paper,OFF-PA-10001033,Xerox 1893,98.376,35.6613,Yes
CA-2014-151162,EA-14035,Columbus,Ohio,East,Corporate,Office Supplies,Binders,OFF-BI-10003719,Large Capacity Hanging Post Binders,29.94,-23.952,Yes
CA-2014-151162,EA-14035,Columbus,Ohio,East,Corporate,Office Supplies,Paper,OFF-PA-10003036,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,5.6784,Yes
CA-2014-151162,EA-14035,Columbus,Ohio,East,Corporate,Technology,Phones,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,-9.1845,Yes
CA-2014-151162,EA-14035,Columbus,Ohio,East,Corporate,Technology,Phones,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,179.94,-44.985,Yes
CA-2017-142342,AJ-10795,Apple Valley,California,West,Corporate,Office Supplies,Paper,OFF-PA-10004609,Xerox 221,32.4,15.552,Yes
CA-2017-142342,AJ-10795,Apple Valley,California,West,Corporate,Office Supplies,Envelopes,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,28.95,Yes
CA-2017-142342,AJ-10795,Apple Valley,California,West,Corporate,Office Supplies,Storage,OFF-ST-10002957,Sterilite Show Offs Storage Containers,10.56,0,Yes
CA-2017-142342,AJ-10795,Apple Valley,California,West,Corporate,Furniture,Bookcases,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,210.735,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Office Supplies,Binders,OFF-BI-10001670,Vinyl Sectional Post Binders,45.24,-30.16,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Office Supplies,Art,OFF-AR-10004078,Newell 312,18.688,2.336,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Office Supplies,Paper,OFF-PA-10003036,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,3.7856,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Technology,Accessories,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,-8.4582,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Furniture,Tables,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",377.45,-264.215,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Office Supplies,Labels,OFF-LA-10000407,Avery White Multi-Purpose Labels,15.936,5.1792,Yes
CA-2016-145261,AH-10120,Salem,Oregon,West,Home Office,Technology,Phones,TEC-PH-10004833,Macally Suction Cup Mount,28.68,-7.17,Yes
US-2015-160857,NW-18400,New York City,New York,East,Consumer,Furniture,Furnishings,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,79.44,30.1872,Yes
US-2015-160857,NW-18400,New York City,New York,East,Consumer,Office Supplies,Supplies,OFF-SU-10000157,Compact Automatic Electric Letter Opener,357.93,7.1586,Yes
US-2015-160857,NW-18400,New York City,New York,East,Consumer,Furniture,Chairs,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",127.764,21.294,Yes
US-2015-160857,NW-18400,New York City,New York,East,Consumer,Technology,Copiers,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,2799.944,1014.9797,Yes
US-2015-160857,NW-18400,New York City,New York,East,Consumer,Office Supplies,Paper,OFF-PA-10003363,Xerox 204,19.44,9.3312,Yes
CA-2015-138674,KB-16585,Springfield,Oregon,West,Corporate,Office Supplies,Fasteners,OFF-FA-10000304,Advantus Push Pins,8.72,2.289,Yes
CA-2015-138674,KB-16585,Springfield,Oregon,West,Corporate,Technology,Accessories,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,4.5588,Yes
CA-2015-138674,KB-16585,Springfield,Oregon,West,Corporate,Technology,Accessories,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,159.968,29.994,Yes
CA-2014-148614,MV-17485,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,9.2928,Yes
CA-2014-148614,MV-17485,Los Angeles,California,West,Consumer,Furniture,Furnishings,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5.79,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Office Supplies,Paper,OFF-PA-10000232,Xerox 1975,12.96,6.3504,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Furniture,Furnishings,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,26.48,10.0624,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Technology,Machines,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,53.272,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Office Supplies,Paper,OFF-PA-10003651,Xerox 1968,26.72,12.8256,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Office Supplies,Paper,OFF-PA-10000743,Xerox 1977,20.04,9.6192,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Office Supplies,Storage,OFF-ST-10002743,SAFCO Boltless Steel Shelving,795.48,7.9548,Yes
US-2017-147886,DH-13075,Fairfield,California,West,Corporate,Furniture,Furnishings,FUR-FU-10003829,Stackable Trays,21.56,6.8992,Yes
US-2016-111528,JP-16135,Los Angeles,California,West,Home Office,Office Supplies,Storage,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart ,481.32,125.1432,Yes
US-2016-111528,JP-16135,Los Angeles,California,West,Home Office,Office Supplies,Binders,OFF-BI-10002194,Cardinal Hold-It CD Pocket,6.384,2.1546,Yes
CA-2016-142398,BP-11290,Los Angeles,California,West,Consumer,Furniture,Chairs,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,638.288,-31.9144,Yes
CA-2016-142398,BP-11290,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10004826,JM Magazine Binder,13.208,4.6228,Yes
CA-2014-105270,AP-10915,Los Angeles,California,West,Consumer,Office Supplies,Art,OFF-AR-10003156,50 Colored Long Pencils,30.48,7.9248,Yes
CA-2014-105270,AP-10915,Los Angeles,California,West,Consumer,Furniture,Chairs,FUR-CH-10000988,Hon Olson Stacker Stools,112.648,11.2648,Yes
CA-2017-140186,PG-18820,Bakersfield,California,West,Consumer,Office Supplies,Fasteners,OFF-FA-10002280,Advantus Plastic Paper Clips,35,16.8,Yes
CA-2017-140186,PG-18820,Bakersfield,California,West,Consumer,Furniture,Chairs,FUR-CH-10002961,"Leather Task Chair, Black",72.784,0,Yes
CA-2017-140186,PG-18820,Bakersfield,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,25.4384,Yes
CA-2017-140186,PG-18820,Bakersfield,California,West,Consumer,Furniture,Furnishings,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,15.525,Yes
