Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode
4624,CA-2017-147228,2017-09-09,2017-09-14,Standard Class
4625,CA-2017-147228,2017-09-09,2017-09-14,Standard Class
4626,CA-2017-147228,2017-09-09,2017-09-14,Standard Class
4627,CA-2016-101336,2016-11-13,2016-11-18,Standard Class
4628,CA-2016-101336,2016-11-13,2016-11-18,Standard Class
4629,CA-2016-101336,2016-11-13,2016-11-18,Standard Class
4630,CA-2016-101336,2016-11-13,2016-11-18,Standard Class
4631,US-2015-126235,2015-10-15,2015-10-15,Same Day
4632,CA-2017-168396,2017-08-03,2017-08-08,Second Class
4633,CA-2017-168396,2017-08-03,2017-08-08,Second Class
4634,CA-2015-130456,2015-08-21,2015-08-26,Standard Class
4635,CA-2015-130456,2015-08-21,2015-08-26,Standard Class
4636,CA-2017-116288,2017-03-12,2017-03-17,Standard Class
4637,CA-2017-168228,2017-04-27,2017-04-29,First Class
4638,CA-2017-168228,2017-04-27,2017-04-29,First Class
4639,CA-2017-168228,2017-04-27,2017-04-29,First Class
4640,CA-2016-102162,2016-09-11,2016-09-16,Standard Class
4641,CA-2016-102162,2016-09-11,2016-09-16,Standard Class
4642,CA-2017-130141,2017-10-22,2017-10-24,Second Class
4643,CA-2017-130141,2017-10-22,2017-10-24,Second Class
4644,CA-2015-147501,2015-08-02,2015-08-06,Standard Class
4645,CA-2015-147501,2015-08-02,2015-08-06,Standard Class
4646,CA-2016-143910,2016-08-12,2016-08-16,Standard Class
4647,CA-2014-146885,2014-05-30,2014-06-05,Standard Class
4648,CA-2016-139556,2016-04-26,2016-05-01,Standard Class
4649,CA-2017-129357,2017-05-14,2017-05-19,Standard Class
4650,CA-2017-129357,2017-05-14,2017-05-19,Standard Class
4651,CA-2017-150987,2017-04-08,2017-04-12,Standard Class
4652,CA-2017-150987,2017-04-08,2017-04-12,Standard Class
4653,CA-2017-132647,2017-02-17,2017-02-23,Standard Class
4654,CA-2017-132647,2017-02-17,2017-02-23,Standard Class
4655,CA-2017-159107,2017-06-24,2017-06-26,Second Class
4656,CA-2014-160738,2014-05-05,2014-05-10,Standard Class
4657,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4658,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4659,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4660,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4661,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4662,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4663,CA-2015-112130,2015-05-03,2015-05-07,Standard Class
4664,CA-2016-111409,2016-09-18,2016-09-22,Standard Class
4665,CA-2016-116232,2016-09-22,2016-09-26,Standard Class
4666,CA-2016-116232,2016-09-22,2016-09-26,Standard Class
4667,CA-2016-116547,2016-01-10,2016-01-17,Standard Class
4668,CA-2016-116547,2016-01-10,2016-01-17,Standard Class
4669,US-2017-133200,2017-05-06,2017-05-11,Standard Class
4670,US-2017-133200,2017-05-06,2017-05-11,Standard Class
4671,US-2017-133200,2017-05-06,2017-05-11,Standard Class
4672,CA-2016-133550,2016-07-31,2016-08-06,Standard Class
4673,CA-2016-133550,2016-07-31,2016-08-06,Standard Class
4674,CA-2016-133550,2016-07-31,2016-08-06,Standard Class
4675,CA-2016-133550,2016-07-31,2016-08-06,Standard Class
4676,CA-2017-139416,2017-03-27,2017-03-29,Second Class
4677,CA-2014-114510,2014-03-14,2014-03-19,Standard Class
4678,CA-2014-114510,2014-03-14,2014-03-19,Standard Class
4679,CA-2014-114510,2014-03-14,2014-03-19,Standard Class
4680,CA-2014-114510,2014-03-14,2014-03-19,Standard Class
4681,CA-2014-114510,2014-03-14,2014-03-19,Standard Class
4682,CA-2016-169215,2016-07-14,2016-07-18,Second Class
4683,CA-2016-127698,2016-12-01,2016-12-01,Same Day
4684,CA-2016-159912,2016-08-29,2016-09-03,Standard Class
4685,CA-2016-159912,2016-08-29,2016-09-03,Standard Class
4686,CA-2016-159912,2016-08-29,2016-09-03,Standard Class
4687,CA-2016-159912,2016-08-29,2016-09-03,Standard Class
4688,CA-2016-101987,2016-06-24,2016-06-30,Standard Class
4689,US-2017-154851,2017-03-30,2017-04-03,Standard Class
4690,CA-2014-138681,2014-12-20,2014-12-22,First Class
4691,CA-2014-138681,2014-12-20,2014-12-22,First Class
4692,CA-2014-138681,2014-12-20,2014-12-22,First Class
4693,CA-2014-138681,2014-12-20,2014-12-22,First Class
4694,CA-2014-138681,2014-12-20,2014-12-22,First Class
4695,US-2015-138121,2015-12-17,2015-12-17,Same Day
4696,US-2015-138121,2015-12-17,2015-12-17,Same Day
4697,US-2015-138121,2015-12-17,2015-12-17,Same Day
4698,US-2015-138121,2015-12-17,2015-12-17,Same Day
4699,US-2015-138121,2015-12-17,2015-12-17,Same Day
4700,CA-2017-140298,2017-05-11,2017-05-17,Standard Class
4701,CA-2017-140298,2017-05-11,2017-05-17,Standard Class
4702,CA-2017-140298,2017-05-11,2017-05-17,Standard Class
4703,CA-2017-140298,2017-05-11,2017-05-17,Standard Class
4704,CA-2016-166240,2016-06-24,2016-06-28,Standard Class
4705,CA-2016-158435,2016-05-17,2016-05-18,First Class
4706,CA-2016-158435,2016-05-17,2016-05-18,First Class
4707,CA-2016-158435,2016-05-17,2016-05-18,First Class
4708,CA-2017-138149,2017-06-29,2017-06-30,First Class
4709,CA-2017-138149,2017-06-29,2017-06-30,First Class
4710,CA-2017-138149,2017-06-29,2017-06-30,First Class
4711,CA-2017-138149,2017-06-29,2017-06-30,First Class
4712,CA-2014-112403,2014-03-31,2014-03-31,Same Day
4713,CA-2014-108273,2014-12-16,2014-12-21,Standard Class
4714,CA-2014-108273,2014-12-16,2014-12-21,Standard Class
4715,CA-2017-121643,2017-05-18,2017-05-20,First Class
4716,US-2015-122910,2015-05-12,2015-05-16,Standard Class
4717,CA-2017-143126,2017-12-03,2017-12-07,Second Class
4718,CA-2015-129042,2015-12-12,2015-12-17,Standard Class
4719,CA-2015-109736,2015-10-10,2015-10-11,First Class
4720,CA-2015-142601,2015-04-18,2015-04-20,Second Class
4721,CA-2015-142601,2015-04-18,2015-04-20,Second Class
4722,CA-2014-106229,2014-06-07,2014-06-11,Second Class
4723,US-2017-135230,2017-09-01,2017-09-07,Standard Class
4724,CA-2016-159653,2016-05-22,2016-05-22,Same Day
4725,CA-2016-131968,2016-11-11,2016-11-15,Standard Class
4726,CA-2016-131968,2016-11-11,2016-11-15,Standard Class
4727,CA-2014-119151,2014-11-25,2014-11-29,Second Class
4728,CA-2014-119151,2014-11-25,2014-11-29,Second Class
4729,CA-2014-123323,2014-11-07,2014-11-12,Standard Class
4730,CA-2016-124681,2016-07-18,2016-07-23,Second Class
4731,US-2015-103996,2015-03-29,2015-03-31,Second Class
4732,US-2015-103996,2015-03-29,2015-03-31,Second Class
4733,US-2015-103996,2015-03-29,2015-03-31,Second Class
4734,US-2015-103996,2015-03-29,2015-03-31,Second Class
4735,CA-2016-120530,2016-04-07,2016-04-12,Standard Class
4736,CA-2015-155054,2015-06-13,2015-06-19,Standard Class
4737,CA-2015-155054,2015-06-13,2015-06-19,Standard Class
4738,CA-2015-155054,2015-06-13,2015-06-19,Standard Class
4739,CA-2015-105725,2015-02-18,2015-02-24,Standard Class
4740,CA-2015-105725,2015-02-18,2015-02-24,Standard Class
4741,CA-2017-164364,2017-11-12,2017-11-16,Standard Class
4742,CA-2017-164364,2017-11-12,2017-11-16,Standard Class
4743,CA-2017-164364,2017-11-12,2017-11-16,Standard Class
4744,CA-2017-168123,2017-03-05,2017-03-05,Same Day
4745,CA-2017-168123,2017-03-05,2017-03-05,Same Day
4746,CA-2017-168123,2017-03-05,2017-03-05,Same Day
4747,CA-2017-168123,2017-03-05,2017-03-05,Same Day
4748,CA-2016-120005,2016-03-03,2016-03-03,Same Day
4749,CA-2016-120005,2016-03-03,2016-03-03,Same Day
4750,CA-2016-123526,2016-12-24,2016-12-25,First Class
4751,CA-2016-127649,2016-10-07,2016-10-09,First Class
4752,CA-2016-159989,2016-12-09,2016-12-13,Standard Class
4753,CA-2017-103499,2017-11-20,2017-11-24,Standard Class
4754,US-2015-167220,2015-12-12,2015-12-16,Standard Class
4755,CA-2017-126354,2017-02-03,2017-02-08,Standard Class
4756,CA-2017-126354,2017-02-03,2017-02-08,Standard Class
4757,CA-2017-169817,2017-09-21,2017-09-25,Standard Class
4758,US-2017-144582,2017-04-30,2017-05-05,Standard Class
4759,CA-2014-121573,2014-11-03,2014-11-07,Standard Class
4760,CA-2014-121573,2014-11-03,2014-11-07,Standard Class
4761,CA-2014-121573,2014-11-03,2014-11-07,Standard Class
4762,CA-2016-117660,2016-12-30,2017-01-04,Standard Class
4763,CA-2016-117660,2016-12-30,2017-01-04,Standard Class
4764,CA-2014-112851,2014-09-17,2014-09-21,Standard Class
4765,CA-2017-123701,2017-11-24,2017-11-27,First Class
4766,CA-2015-118227,2015-04-24,2015-04-28,Standard Class
4767,CA-2015-123155,2015-03-09,2015-03-12,First Class
4768,CA-2015-123155,2015-03-09,2015-03-12,First Class
4769,CA-2017-158883,2017-06-02,2017-06-03,Same Day
4770,US-2016-114888,2016-09-19,2016-09-24,Second Class
4771,US-2016-114888,2016-09-19,2016-09-24,Second Class
4772,US-2014-167262,2014-10-31,2014-11-03,Second Class
4773,CA-2017-119746,2017-11-23,2017-11-27,Standard Class
4774,CA-2017-119746,2017-11-23,2017-11-27,Standard Class
4775,CA-2017-119746,2017-11-23,2017-11-27,Standard Class
4776,CA-2017-108091,2017-11-16,2017-11-21,Standard Class
4777,CA-2016-101630,2016-02-19,2016-02-23,Second Class
4778,CA-2016-101630,2016-02-19,2016-02-23,Second Class
4779,CA-2017-132346,2017-11-07,2017-11-11,Standard Class
4780,CA-2014-150301,2014-07-08,2014-07-10,First Class
4781,CA-2014-159310,2014-11-07,2014-11-12,Standard Class
4782,CA-2014-159310,2014-11-07,2014-11-12,Standard Class
4783,CA-2014-159310,2014-11-07,2014-11-12,Standard Class
4784,US-2017-147984,2017-01-28,2017-02-01,Standard Class
4785,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4786,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4787,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4788,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4789,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4790,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4791,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4792,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4793,CA-2015-104346,2015-12-11,2015-12-16,Standard Class
4794,US-2015-141684,2015-06-29,2015-07-04,Standard Class
4795,CA-2015-144722,2015-03-16,2015-03-23,Standard Class
4796,CA-2015-120516,2015-08-13,2015-08-17,Standard Class
4797,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4798,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4799,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4800,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4801,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4802,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4803,US-2016-148901,2016-05-14,2016-05-19,Standard Class
4804,CA-2017-136364,2017-07-13,2017-07-17,Second Class
4805,CA-2017-136364,2017-07-13,2017-07-17,Second Class
4806,CA-2015-137708,2015-11-22,2015-11-25,Second Class
4807,CA-2015-137708,2015-11-22,2015-11-25,Second Class
4808,CA-2015-137708,2015-11-22,2015-11-25,Second Class
4809,CA-2014-149055,2014-11-23,2014-11-28,Standard Class
4810,CA-2015-151589,2015-12-27,2015-12-30,First Class
4811,CA-2015-151589,2015-12-27,2015-12-30,First Class
4812,CA-2016-121370,2016-11-14,2016-11-19,Second Class
4813,CA-2016-121370,2016-11-14,2016-11-19,Second Class
4814,CA-2016-121370,2016-11-14,2016-11-19,Second Class
4815,CA-2016-111696,2016-05-08,2016-05-10,First Class
4816,CA-2014-139598,2014-12-26,2014-12-31,Standard Class
4817,CA-2014-139598,2014-12-26,2014-12-31,Standard Class
4818,CA-2014-139598,2014-12-26,2014-12-31,Standard Class
4819,CA-2014-139598,2014-12-26,2014-12-31,Standard Class
4820,CA-2017-117436,2017-06-08,2017-06-14,Standard Class
4821,CA-2015-140025,2015-04-07,2015-04-11,Standard Class
4822,CA-2015-140025,2015-04-07,2015-04-11,Standard Class
4823,CA-2016-134222,2016-07-10,2016-07-11,Same Day
4824,CA-2016-140018,2016-11-21,2016-11-26,Standard Class
4825,CA-2016-140018,2016-11-21,2016-11-26,Standard Class
4826,CA-2016-140018,2016-11-21,2016-11-26,Standard Class
4827,US-2017-136707,2017-11-12,2017-11-15,First Class
4828,CA-2014-152562,2014-11-01,2014-11-08,Standard Class
4829,CA-2014-152562,2014-11-01,2014-11-08,Standard Class
4830,CA-2016-152408,2016-05-15,2016-05-21,Standard Class
4831,CA-2014-120278,2014-11-07,2014-11-12,Standard Class
4832,CA-2014-120278,2014-11-07,2014-11-12,Standard Class
4833,CA-2014-120278,2014-11-07,2014-11-12,Standard Class
4834,CA-2014-120278,2014-11-07,2014-11-12,Standard Class
4835,CA-2017-167661,2017-10-05,2017-10-10,Standard Class
4836,CA-2017-167661,2017-10-05,2017-10-10,Standard Class
4837,CA-2017-167661,2017-10-05,2017-10-10,Standard Class
4838,CA-2017-106831,2017-06-01,2017-06-03,First Class
4839,CA-2017-106831,2017-06-01,2017-06-03,First Class
4840,CA-2017-106831,2017-06-01,2017-06-03,First Class
4841,CA-2017-154123,2017-11-20,2017-11-25,Standard Class
4842,CA-2016-136049,2016-12-23,2016-12-28,Standard Class
4843,CA-2017-118402,2017-09-29,2017-10-04,Standard Class
4844,US-2016-139388,2016-11-07,2016-11-09,First Class
4845,US-2014-128685,2014-04-04,2014-04-05,First Class
4846,CA-2015-124044,2015-07-23,2015-07-26,Second Class
4847,CA-2014-164469,2014-06-25,2014-06-27,Second Class
4848,CA-2014-164469,2014-06-25,2014-06-27,Second Class
4849,CA-2014-164469,2014-06-25,2014-06-27,Second Class
4850,CA-2014-107818,2014-09-08,2014-09-14,Standard Class
4851,CA-2014-107818,2014-09-08,2014-09-14,Standard Class
4852,CA-2014-107818,2014-09-08,2014-09-14,Standard Class
4853,CA-2014-107818,2014-09-08,2014-09-14,Standard Class
4854,CA-2014-113320,2014-12-12,2014-12-15,Second Class
4855,CA-2014-113320,2014-12-12,2014-12-15,Second Class
4856,CA-2014-113320,2014-12-12,2014-12-15,Second Class
4857,CA-2015-137526,2015-01-13,2015-01-17,Standard Class
4858,CA-2015-137526,2015-01-13,2015-01-17,Standard Class
4859,CA-2015-137526,2015-01-13,2015-01-17,Standard Class
4860,CA-2017-136063,2017-12-15,2017-12-19,Standard Class
4861,CA-2016-101546,2016-12-18,2016-12-24,Standard Class
4862,CA-2014-138940,2014-04-11,2014-04-16,Second Class
4863,CA-2016-125164,2016-11-10,2016-11-14,Standard Class
4864,CA-2016-125164,2016-11-10,2016-11-14,Standard Class
4865,CA-2017-163531,2017-06-26,2017-06-30,Standard Class
4866,CA-2017-122490,2017-11-13,2017-11-18,Standard Class
4867,CA-2017-122490,2017-11-13,2017-11-18,Standard Class
4868,CA-2017-122490,2017-11-13,2017-11-18,Standard Class
4869,CA-2017-122490,2017-11-13,2017-11-18,Standard Class
4870,CA-2017-131366,2017-11-24,2017-11-29,Standard Class
4871,CA-2017-131366,2017-11-24,2017-11-29,Standard Class
4872,CA-2017-164042,2017-05-23,2017-05-27,Standard Class
4873,CA-2017-164042,2017-05-23,2017-05-27,Standard Class
4874,CA-2017-164042,2017-05-23,2017-05-27,Standard Class
4875,CA-2017-164042,2017-05-23,2017-05-27,Standard Class
4876,CA-2014-132864,2014-12-02,2014-12-07,Standard Class
4877,US-2014-155817,2014-10-03,2014-10-09,Standard Class
4878,US-2014-155817,2014-10-03,2014-10-09,Standard Class
4879,US-2016-131891,2016-07-29,2016-07-31,First Class
4880,CA-2017-143567,2017-11-02,2017-11-05,Second Class
4881,CA-2017-143567,2017-11-02,2017-11-05,Second Class
4882,CA-2017-143567,2017-11-02,2017-11-05,Second Class
4883,CA-2017-143567,2017-11-02,2017-11-05,Second Class
4884,CA-2017-104080,2017-03-08,2017-03-15,Standard Class
4885,CA-2017-104080,2017-03-08,2017-03-15,Standard Class
4886,CA-2014-151379,2014-12-16,2014-12-20,Standard Class
4887,CA-2016-163167,2016-11-28,2016-12-01,Second Class
4888,CA-2016-163167,2016-11-28,2016-12-01,Second Class
4889,CA-2016-163167,2016-11-28,2016-12-01,Second Class
4890,CA-2016-163167,2016-11-28,2016-12-01,Second Class
4891,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4892,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4893,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4894,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4895,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4896,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4897,CA-2016-135776,2016-12-23,2016-12-30,Standard Class
4898,US-2014-122021,2014-10-15,2014-10-17,First Class
4899,US-2014-122021,2014-10-15,2014-10-17,First Class
4900,CA-2016-130484,2016-08-22,2016-08-27,Standard Class
4901,CA-2017-120936,2017-12-17,2017-12-21,Standard Class
4902,CA-2017-120936,2017-12-17,2017-12-21,Standard Class
4903,CA-2017-110884,2017-03-07,2017-03-12,Standard Class
4904,CA-2017-110884,2017-03-07,2017-03-12,Standard Class
4905,US-2014-161613,2014-12-01,2014-12-03,Second Class
4906,US-2014-146353,2014-10-14,2014-10-16,Second Class
4907,US-2014-146353,2014-10-14,2014-10-16,Second Class
4908,CA-2014-133809,2014-11-18,2014-11-23,Second Class
4909,CA-2014-133809,2014-11-18,2014-11-23,Second Class
4910,CA-2017-127306,2017-01-14,2017-01-18,Standard Class
4911,CA-2017-127306,2017-01-14,2017-01-18,Standard Class
4912,CA-2017-127306,2017-01-14,2017-01-18,Standard Class
4913,CA-2017-127306,2017-01-14,2017-01-18,Standard Class
4914,CA-2017-127306,2017-01-14,2017-01-18,Standard Class
4915,CA-2015-161830,2015-09-24,2015-09-26,Second Class
4916,CA-2015-161830,2015-09-24,2015-09-26,Second Class
4917,CA-2017-163125,2017-10-09,2017-10-11,Second Class
4918,CA-2017-163125,2017-10-09,2017-10-11,Second Class
4919,CA-2016-160304,2016-01-02,2016-01-07,Standard Class
4920,CA-2016-160304,2016-01-02,2016-01-07,Standard Class
4921,CA-2017-101728,2017-08-19,2017-08-23,Standard Class
4922,CA-2017-114055,2017-12-25,2017-12-29,Second Class
4923,CA-2017-114055,2017-12-25,2017-12-29,Second Class
4924,CA-2017-114055,2017-12-25,2017-12-29,Second Class
4925,CA-2017-114055,2017-12-25,2017-12-29,Second Class
4926,CA-2017-126438,2017-09-10,2017-09-13,First Class
4927,CA-2017-117653,2017-10-19,2017-10-23,Standard Class
4928,CA-2017-143245,2017-12-01,2017-12-06,Standard Class
4929,CA-2017-143245,2017-12-01,2017-12-06,Standard Class
4930,US-2014-138828,2014-09-02,2014-09-03,First Class
4931,US-2014-138828,2014-09-02,2014-09-03,First Class
4932,CA-2017-143651,2017-03-25,2017-03-30,Standard Class
4933,CA-2015-106978,2015-09-28,2015-10-04,Standard Class
4934,CA-2015-106978,2015-09-28,2015-10-04,Standard Class
4935,CA-2015-106978,2015-09-28,2015-10-04,Standard Class
4936,CA-2015-155124,2015-03-15,2015-03-21,Standard Class
4937,CA-2017-150931,2017-01-06,2017-01-13,Standard Class
4938,CA-2014-157147,2014-01-13,2014-01-18,Standard Class
4939,CA-2014-157147,2014-01-13,2014-01-18,Standard Class
4940,CA-2014-157147,2014-01-13,2014-01-18,Standard Class
4941,CA-2015-156482,2015-02-06,2015-02-13,Standard Class
4942,CA-2015-156482,2015-02-06,2015-02-13,Standard Class
4943,CA-2015-156482,2015-02-06,2015-02-13,Standard Class
4944,CA-2017-106782,2017-12-21,2017-12-27,Standard Class
4945,CA-2016-151372,2016-09-05,2016-09-06,First Class
4946,CA-2016-151372,2016-09-05,2016-09-06,First Class
4947,CA-2016-151372,2016-09-05,2016-09-06,First Class
4948,CA-2014-102085,2014-10-04,2014-10-09,Standard Class
4949,CA-2017-107125,2017-11-27,2017-12-02,Standard Class
4950,CA-2017-107125,2017-11-27,2017-12-02,Standard Class
4951,CA-2016-125815,2016-10-28,2016-11-01,Second Class
4952,CA-2015-144190,2015-06-09,2015-06-13,Standard Class
4953,CA-2017-117926,2017-12-08,2017-12-12,Second Class
4954,CA-2015-153906,2015-03-16,2015-03-20,Standard Class
4955,CA-2014-160262,2014-06-09,2014-06-13,Second Class
4956,CA-2014-160262,2014-06-09,2014-06-13,Second Class
4957,CA-2014-160262,2014-06-09,2014-06-13,Second Class
4958,CA-2015-127607,2015-03-20,2015-03-26,Standard Class
4959,CA-2015-127607,2015-03-20,2015-03-26,Standard Class
4960,CA-2016-166226,2016-11-18,2016-11-22,Standard Class
4961,CA-2016-166226,2016-11-18,2016-11-22,Standard Class
4962,CA-2014-156587,2014-03-07,2014-03-08,First Class
4963,CA-2014-156587,2014-03-07,2014-03-08,First Class
4964,CA-2014-156587,2014-03-07,2014-03-08,First Class
4965,CA-2016-141180,2016-05-15,2016-05-19,Second Class
4966,CA-2015-109708,2015-05-25,2015-05-28,Second Class
4967,CA-2015-122406,2015-08-02,2015-08-05,Second Class
4968,CA-2015-122406,2015-08-02,2015-08-05,Second Class
4969,CA-2015-122406,2015-08-02,2015-08-05,Second Class
4970,CA-2015-122406,2015-08-02,2015-08-05,Second Class
4971,US-2016-153815,2016-11-06,2016-11-09,First Class
4972,US-2016-153815,2016-11-06,2016-11-09,First Class
4973,US-2016-153815,2016-11-06,2016-11-09,First Class
4974,US-2016-153815,2016-11-06,2016-11-09,First Class
4975,CA-2016-164896,2016-11-07,2016-11-12,Standard Class
4976,CA-2015-142202,2015-09-18,2015-09-23,Second Class
4977,CA-2015-165050,2015-12-07,2015-12-09,First Class
4978,CA-2015-165050,2015-12-07,2015-12-09,First Class
4979,CA-2015-165050,2015-12-07,2015-12-09,First Class
4980,US-2016-131114,2016-12-09,2016-12-13,Second Class
4981,US-2016-131114,2016-12-09,2016-12-13,Second Class
4982,US-2016-131114,2016-12-09,2016-12-13,Second Class
4983,CA-2014-160066,2014-11-16,2014-11-22,Standard Class
4984,CA-2016-109925,2016-11-06,2016-11-10,Second Class
4985,CA-2015-160696,2015-09-06,2015-09-10,Standard Class
4986,CA-2014-125171,2014-09-03,2014-09-03,Same Day
4987,CA-2016-149279,2016-04-24,2016-04-28,Standard Class
4988,CA-2016-149279,2016-04-24,2016-04-28,Standard Class
4989,CA-2016-149279,2016-04-24,2016-04-28,Standard Class
4990,CA-2017-107321,2017-08-31,2017-09-04,Standard Class
4991,CA-2017-107321,2017-08-31,2017-09-04,Standard Class
4992,US-2017-122714,2017-12-07,2017-12-13,Standard Class
4993,CA-2015-153038,2015-12-18,2015-12-25,Standard Class
4994,CA-2015-153038,2015-12-18,2015-12-25,Standard Class
4995,CA-2015-153038,2015-12-18,2015-12-25,Standard Class
4996,CA-2014-132227,2014-11-04,2014-11-10,Standard Class
4997,CA-2017-155824,2017-03-10,2017-03-15,Standard Class
4998,CA-2017-155824,2017-03-10,2017-03-15,Standard Class
4999,CA-2016-129238,2016-01-31,2016-02-04,Standard Class
5000,CA-2016-129238,2016-01-31,2016-02-04,Standard Class
5001,CA-2017-159688,2017-05-07,2017-05-12,Standard Class
5002,CA-2016-136126,2016-05-24,2016-05-24,Same Day
5003,CA-2016-136126,2016-05-24,2016-05-24,Same Day
5004,CA-2016-155033,2016-10-07,2016-10-12,Standard Class
5005,CA-2014-156006,2014-04-30,2014-05-02,Second Class
5006,CA-2015-158659,2015-11-10,2015-11-14,Second Class
5007,CA-2015-169796,2015-11-09,2015-11-14,Standard Class
5008,CA-2015-169796,2015-11-09,2015-11-14,Standard Class
5009,CA-2015-102876,2015-09-07,2015-09-14,Standard Class
5010,CA-2015-102876,2015-09-07,2015-09-14,Standard Class
5011,CA-2015-102876,2015-09-07,2015-09-14,Standard Class
5012,US-2017-139647,2017-05-11,2017-05-13,First Class
5013,US-2017-160465,2017-07-21,2017-07-26,Standard Class
5014,US-2017-160465,2017-07-21,2017-07-26,Standard Class
5015,US-2017-160465,2017-07-21,2017-07-26,Standard Class
5016,CA-2014-153850,2014-11-24,2014-11-29,Standard Class
5017,CA-2014-153850,2014-11-24,2014-11-29,Standard Class
5018,CA-2014-127558,2014-11-15,2014-11-18,First Class
5019,CA-2014-127558,2014-11-15,2014-11-18,First Class
5020,CA-2014-127558,2014-11-15,2014-11-18,First Class
5021,CA-2017-136511,2017-03-23,2017-03-25,Second Class
5022,CA-2016-133795,2016-12-18,2016-12-24,Standard Class
5023,CA-2016-133795,2016-12-18,2016-12-24,Standard Class
5024,CA-2016-133795,2016-12-18,2016-12-24,Standard Class
5025,US-2017-130953,2017-07-29,2017-08-03,Standard Class
5026,US-2017-130953,2017-07-29,2017-08-03,Standard Class
5027,US-2017-130953,2017-07-29,2017-08-03,Standard Class
5028,US-2017-130953,2017-07-29,2017-08-03,Standard Class
5029,CA-2014-151792,2014-09-02,2014-09-07,Second Class
5030,CA-2017-139304,2017-01-29,2017-02-02,Standard Class
5031,CA-2017-139304,2017-01-29,2017-02-02,Standard Class
5032,CA-2017-139304,2017-01-29,2017-02-02,Standard Class
5033,CA-2016-155166,2016-12-26,2017-01-02,Standard Class
5034,CA-2016-155166,2016-12-26,2017-01-02,Standard Class
5035,CA-2015-103954,2015-08-09,2015-08-13,Second Class
5036,CA-2014-169803,2014-04-06,2014-04-12,Standard Class
5037,CA-2014-169803,2014-04-06,2014-04-12,Standard Class
5038,CA-2017-141719,2017-11-17,2017-11-21,Second Class
5039,CA-2015-136469,2015-07-11,2015-07-12,First Class
5040,CA-2015-136469,2015-07-11,2015-07-12,First Class
5041,CA-2015-136469,2015-07-11,2015-07-12,First Class
5042,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5043,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5044,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5045,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5046,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5047,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5048,CA-2016-158694,2016-11-10,2016-11-13,Second Class
5049,US-2014-104759,2014-03-31,2014-04-04,Standard Class
5050,US-2014-104759,2014-03-31,2014-04-04,Standard Class
5051,CA-2015-150511,2015-09-18,2015-09-24,Standard Class
5052,CA-2015-134922,2015-11-07,2015-11-11,Standard Class
5053,US-2017-120607,2017-05-19,2017-05-19,Same Day
5054,CA-2015-141243,2015-01-03,2015-01-08,Second Class
5055,CA-2015-141243,2015-01-03,2015-01-08,Second Class
5056,CA-2015-141243,2015-01-03,2015-01-08,Second Class
5057,CA-2015-162166,2015-09-08,2015-09-11,First Class
5058,CA-2015-162166,2015-09-08,2015-09-11,First Class
5059,CA-2016-120796,2016-04-03,2016-04-07,Standard Class
5060,CA-2016-109722,2016-12-05,2016-12-07,Second Class
5061,CA-2016-109722,2016-12-05,2016-12-07,Second Class
5062,CA-2015-136798,2015-05-08,2015-05-12,Standard Class
5063,CA-2015-136798,2015-05-08,2015-05-12,Standard Class
5064,CA-2015-136798,2015-05-08,2015-05-12,Standard Class
5065,CA-2017-122196,2017-09-22,2017-09-24,First Class
5066,CA-2017-142090,2017-11-30,2017-12-07,Standard Class
5067,CA-2017-142090,2017-11-30,2017-12-07,Standard Class
5068,CA-2017-160934,2017-01-15,2017-01-19,Standard Class
